,RT,m/z,Metabolite,HMDB (*Representative ID),Pooled QC sample CV,Method,Intercept,diagnosis[T.UC],diagnosis[T.nonIBD],chemical_name
HILp_QI18387,10.34,570.9868,,,2.474535591,HILIC-pos,2.2009532065149173,0.12881330478594855,-0.5980603022428799,HILp_QI18387
HILp_QI21790,10.34,618.5409,,,1.484185493,HILIC-pos,4.227087220644556,-0.457209549065368,-1.180399589047079,HILp_QI21790
HILp_QI9745,10.35,328.1872,,,0.316007787,HILIC-pos,-0.12680415203610804,0.2907283686439825,0.27991265822922706,HILp_QI9745
HILp_QI15029,10.35,520.6671,,,2.449007409,HILIC-pos,-0.5889375596288815,1.4579923533241566,1.977108285024519,HILp_QI15029
HILp_QI16952,10.35,550.1855,,,,HILIC-pos,3.792292794680201,-2.865691623802917,-2.4235097689482017,HILp_QI16952
HILp_QI17690,10.35,561.6875,,,1.862049249,HILIC-pos,-0.9576061158422604,-0.3233658887107538,-1.3153261465879726,HILp_QI17690
HILp_QI22076,10.35,624.5434,,,3.7959230610000003,HILIC-pos,1.0354497046228277,-0.6750890828330682,-1.1429602427336023,HILp_QI22076
HILp_QI18154,10.36,568.0808,,,2.291506612,HILIC-pos,0.31489153811892123,-0.2570051766593622,-0.18370073269331927,HILp_QI18154
HILp_QI5791,10.36,239.1393,,,0.23374240699999999,HILIC-pos,0.6119458288904056,0.4421046160499884,0.5471556859162998,HILp_QI5791
HILp_QI16889,10.36,549.6838,,,0.639074114,HILIC-pos,0.3600537390466556,-0.9918808556754756,-1.1074349207731533,HILp_QI16889
HILp_QI18132,10.37,567.561,,,2.073464965,HILIC-pos,3.3846923918481693,1.1317067526619269,-4.031609706387167,HILp_QI18132
HILp_QI18904,10.37,576.5326,,,1.17307702,HILIC-pos,-0.27781943371335416,-2.293554744835632,1.7559174375680635,HILp_QI18904
HILp_QI13455,10.37,467.9588,,,0.458781361,HILIC-pos,-0.6040008454565182,-4.280099830742613,-3.030037097439413,HILp_QI13455
HILp_QI16937,10.38,550.0181,,,1.011599148,HILIC-pos,1.1516968817468507,-1.5977010346610712,-1.4608353895994473,HILp_QI16937
HILp_QI20994,10.38,604.5363,,,0.41762272,HILIC-pos,-0.03639868786374478,-1.4453460789878534,-0.0586048884245205,HILp_QI20994
HILp_QI17188,10.38,553.8492,,,2.839501747,HILIC-pos,0.296667298769556,0.5678760193626697,-0.605002097592001,HILp_QI17188
HILp_QI17323,10.38,556.8542,,,0.7733626859999999,HILIC-pos,3.8603150458093514,0.18974570262835755,-0.278189353451376,HILp_QI17323
HILp_QI17338,10.38,557.1881,,,0.846432139,HILIC-pos,0.9182722182031496,0.3140924357216193,-1.523217372402792,HILp_QI17338
HILp_QI18953,10.38,576.7642,,,1.53460944,HILIC-pos,-0.5627687363866939,-0.975447139855163,0.3836112694886875,HILp_QI18953
HILp_QI13690,10.39,478.9759,,,0.101658212,HILIC-pos,2.9727651686426033,-1.9847421265800165,-1.2885343355985928,HILp_QI13690
HILp_QI24471,10.39,709.4467,,,0.22469718800000002,HILIC-pos,3.0457837195154056,-1.1161458111961051,-0.7915994448515224,HILp_QI24471
HILp_QI13595,10.39,473.3004,,,0.216825205,HILIC-pos,1.3695771307702884,-3.7327737427909535,-1.2969090266081142,HILp_QI13595
HILp_QI13604,10.39,473.6349,,,0.23063293399999998,HILIC-pos,0.9917080015893802,-3.420075378533141,-1.2890619559141443,HILp_QI13604
HILp_QI7426,10.39,274.1872,,,0.939678227,HILIC-pos,-0.6288259415868893,-1.4308878995139782,-1.912095717892294,HILp_QI7426
HILp_QI8533,10.39,298.1762,,,0.341921539,HILIC-pos,-1.1921880631689206,-0.07121487629010126,-0.07820551823103905,HILp_QI8533
HILp_QI13707,10.4,479.6446,,,0.144538743,HILIC-pos,1.7959057898279056,-3.2301158524711315,-1.2853574080320644,HILp_QI13707
HILp_QI18491,10.4,571.7954,,,1.8330033190000001,HILIC-pos,-0.12250021984616664,1.2260135792534186,-0.8570770544859219,HILp_QI18491
HILp_QI19071,10.4,578.5141,,,1.543895213,HILIC-pos,1.4680955023523197,-2.543541870232362,1.2966523246911716,HILp_QI19071
HILp_QI21508,10.4,611.8218,,,2.817748148,HILIC-pos,1.6544334501977789,-1.831772289391297,-2.469896010861044,HILp_QI21508
HILp_QI13701,10.4,479.3103,,,0.097767181,HILIC-pos,2.5896546454187264,-2.7526745415885614,-1.250591926083212,HILp_QI13701
HILp_QI16917,10.41,549.8511,,,1.4331811890000001,HILIC-pos,-0.22714308788815885,-3.0083398438651745,-2.336456469998007,HILp_QI16917
HILp_QI24478,10.41,709.9482,,,0.202445134,HILIC-pos,2.6701156706567635,-1.2770404435355849,-1.2177237791868496,HILp_QI24478
HILp_QI1495,10.42,141.0547,,,1.275470818,HILIC-pos,1.9798485846277103,0.11205724704669072,-2.982350520596152,HILp_QI1495
HILp_QI6993,10.42,266.1867,,,0.446525065,HILIC-pos,-0.1114128022436276,0.5740896843712164,0.5458672719148351,HILp_QI6993
HILp_QI16894,10.42,549.6839,,,0.731650505,HILIC-pos,0.5374462218042241,-1.8724383927543329,-1.8410703463407805,HILp_QI16894
HILp_QI22082,10.42,624.5438,,,3.003718937,HILIC-pos,-1.262431898618139,1.4744168900291754,0.3263267951158237,HILp_QI22082
HILp_QI22661,10.42,638.8048,,,0.7924604940000001,HILIC-pos,-0.3028772263769284,-1.5839495278556532,-2.0290571970793057,HILp_QI22661
HILp_QI5171,10.43,226.11900000000003,,,0.29774884100000004,HILIC-pos,-1.236516752744116,-0.1485690690238659,0.27527303267991066,HILp_QI5171
HILp_QI18227,10.43,568.5642,,,1.9449633130000001,HILIC-pos,0.485575875734888,-1.3979787446220089,0.2108566241410923,HILp_QI18227
HILp_QI16082,10.43,534.6759,,,1.392529417,HILIC-pos,0.2489521116968021,-1.3289296246726678,-1.897125892147665,HILp_QI16082
HILp_QI16916,10.43,549.851,,,1.487467626,HILIC-pos,0.12815686175783725,-1.3164405442435907,-1.4682890696378994,HILp_QI16916
HILp_QI16888,10.44,549.6838,,,1.4778710330000002,HILIC-pos,2.2546016783471927,-2.94640584957196,-2.8320242686125088,HILp_QI16888
HILp_QI17077,10.44,552.0057,,,0.26199649199999997,HILIC-pos,0.4243323416467533,-0.13511796962811395,0.6504963116792393,HILp_QI17077
HILp_QI18131,10.44,567.561,,,4.400524498,HILIC-pos,2.084429463839136,0.4579770945350958,0.436210699572916,HILp_QI18131
HILp_QI18170,10.44,568.163,,,1.702296483,HILIC-pos,-0.3840120225195065,0.15694169032977354,0.2211865859178257,HILp_QI18170
HILp_QI4246,10.45,204.13400000000001,,,0.7945896840000001,HILIC-pos,-0.5047281174902096,-0.2604851342399286,-1.3113936705442717,HILp_QI4246
HILp_QI15339,10.46,524.3358,,,2.0767682780000003,HILIC-pos,-0.1269004731420651,0.2972998999397589,1.811747856631632,HILp_QI15339
HILp_QI16905,10.46,549.7837,,,1.543903159,HILIC-pos,-1.1840856461767328,0.4397628687660529,-0.3920876307340908,HILp_QI16905
HILp_QI22961,10.46,649.6938,,,1.885215715,HILIC-pos,0.5821921438928471,0.0638683222572638,-0.13838856647933007,HILp_QI22961
HILp_QI22727,10.47,641.2267,,,1.3866619359999999,HILIC-pos,-1.196943083310522,0.11841777789996401,1.2145059781221104,HILp_QI22727
HILp_QI23875,10.47,679.2259,,,2.5341360809999998,HILIC-pos,-0.4188192277197018,1.2216477774422003,-0.4573809428068447,HILp_QI23875
HILp_QI9119,10.47,311.1902,,,0.31027615,HILIC-pos,2.3167664618249764,-2.5009164429862665,-3.278445891842489,HILp_QI9119
HILp_QI3465,10.48,187.1445,,,1.298767531,HILIC-pos,-1.4981315522436276,0.7182364844124152,0.9964744525102328,HILp_QI3465
HILp_QI20169,10.48,591.2075,,,2.720060858,HILIC-pos,2.9326045126672615,-2.3435396767814325,-0.19786398838484764,HILp_QI20169
HILp_QI8168,10.48,289.2507,,,1.716263053,HILIC-pos,-0.6552379517797604,-0.7039856530387567,-1.7803808970304775,HILp_QI8168
HILp_QI18998,10.48,577.3635,,,0.781498623,HILIC-pos,0.10282822558840364,-0.5509283162315057,1.251260943904276,HILp_QI18998
HILp_QI2836,10.48,171.1495,,,0.355086015,HILIC-pos,-0.479110518002905,0.10168556201861634,-0.4473513884397793,HILp_QI2836
HILp_QI16912,10.48,549.8509,,,,HILIC-pos,0.003206452822290373,-1.6580834008414909,-2.0084809584471035,HILp_QI16912
HILp_QI17073,10.48,551.6718,,,0.24531749,HILIC-pos,0.5818311781640872,-0.3393749810416864,-0.10510056446516992,HILp_QI17073
HILp_QI17331,10.48,557.0165,,,0.10896192800000001,HILIC-pos,4.309213122820459,0.0826521300117804,0.19240696002518654,HILp_QI17331
HILp_QI22657,10.48,638.8041,,,,HILIC-pos,1.6070272536035404,-2.57932992946698,-3.4305159373136807,HILp_QI22657
HILp_QI7970,10.49,286.1403,,,0.117502049,HILIC-pos,-0.9763734727148191,0.481278695945008,-0.3443326277586269,HILp_QI7970
HILp_QI17348,10.49,557.3483,,,0.11603699699999999,HILIC-pos,3.116862973665796,0.5009210490028675,0.7354481892732334,HILp_QI17348
HILp_QI18927,10.49,576.6956,,,0.318051399,HILIC-pos,0.22682114551027865,-1.080157957192199,1.2764218526033115,HILp_QI18927
HILp_QI19063,10.49,578.514,,,1.5599965580000001,HILIC-pos,0.08648129413088412,-2.5263828850944208,0.5881031232026768,HILp_QI19063
HILp_QI21490,10.49,611.7864,,,1.707337609,HILIC-pos,7.235493382906518,-2.933043918724792,2.9220783190873814,HILp_QI21490
HILp_QI7086,10.49,268.1659,,,0.276998648,HILIC-pos,-1.0382392792944088,0.25857666957782044,0.21549911071335792,HILp_QI7086
HILp_QI18983,10.5,577.0285,,,0.667927295,HILIC-pos,-0.5953691392187253,-3.542076072808044,-0.2515126986357021,HILp_QI18983
HILp_QI23879,10.5,679.2268,,,2.157345716,HILIC-pos,-1.140666761899389,-0.4461471654136345,1.079794831767435,HILp_QI23879
HILp_QI7664,10.51,280.0924,,,0.510709224,HILIC-pos,-0.7118328004125729,0.273771085623963,-1.120319776043539,HILp_QI7664
HILp_QI18903,10.51,576.5325,,,1.012596936,HILIC-pos,-0.2978351502660885,-3.0820283509452517,1.111627109542246,HILp_QI18903
HILp_QI22595,10.51,638.2031,,,0.7190555409999999,HILIC-pos,0.35459776828249545,0.7642779730598761,-2.357440165981893,HILp_QI22595
HILp_QI16540,10.52,543.4955,,,1.640009986,HILIC-pos,-0.6822135834936276,0.6841802977363898,1.1995507555154514,HILp_QI16540
HILp_QI18166,10.52,568.1626,,,3.453947285,HILIC-pos,1.1643139929529056,0.9488357685844732,-0.7567781729551601,HILp_QI18166
HILp_QI20407,10.52,594.1792,,,1.8845537330000002,HILIC-pos,-0.051374235654272134,-1.0459165192802118,-2.9294339938017178,HILp_QI20407
HILp_QI19270,10.52,581.6226,,,2.413378414,HILIC-pos,-0.05388621380368619,1.0480420969765003,-0.6583959383817959,HILp_QI19270
HILp_QI21795,10.52,618.5411,,,2.12594819,HILIC-pos,-0.3328092484716549,-1.0246550656516715,-0.7410885615202236,HILp_QI21795
HILp_QI16938,10.53,550.0181,,,,HILIC-pos,-0.2104337601904049,-1.7183069802482294,-1.3811730666014004,HILp_QI16938
HILp_QI17301,10.53,556.6871,,,0.065993812,HILIC-pos,2.7969538779016356,0.7635950230400397,0.8993808703569126,HILp_QI17301
HILp_QI16918,10.53,549.8511,,,0.9744380970000001,HILIC-pos,0.14866276690920446,-2.855170688744323,-1.9392368121000576,HILp_QI16918
HILp_QI25344,10.54,796.9053,,,,HILIC-pos,-1.0664709000829828,0.22111324298785465,-0.5505410952421474,HILp_QI25344
HILp_QI19641,10.54,586.5417,,,1.078070844,HILIC-pos,-0.024216452145971342,1.0528102301399542,-2.4414779467436123,HILp_QI19641
HILp_QI25310,10.54,787.4976,,,2.183857417,HILIC-pos,1.6389867872949466,-1.6150655366141962,-1.9652206225248623,HILp_QI25310
HILp_QI25307,10.55,787.163,,,1.72222894,HILIC-pos,-0.7536447434667721,-0.9782600022514032,-3.016651324734335,HILp_QI25307
HILp_QI16895,10.56,549.684,,,0.441654706,HILIC-pos,1.5168869108911383,-1.8521403886039425,-1.1829494757505703,HILp_QI16895
HILp_QI5379,10.56,230.102,,,0.64787488,HILIC-pos,-0.2874992280248776,0.049170293692810674,0.17696291972672462,HILp_QI5379
HILp_QI8371,10.56,294.1818,,,0.898022822,HILIC-pos,-0.9704902558569088,-0.7358247853477184,-0.2815496249052334,HILp_QI8371
HILp_QI20098,10.56,590.9502,,,0.853710854,HILIC-pos,2.8315255255456786,-3.8685774422843635,-4.671037845120077,HILp_QI20098
HILp_QI18490,10.57,571.7954,,,2.3221164819999998,HILIC-pos,-1.2603052048925534,0.7468269251625372,-0.6220630926939297,HILp_QI18490
HILp_QI22660,10.57,638.8045,,,1.0451275070000001,HILIC-pos,2.8120481581445564,-3.4933104134757684,-4.387132338986044,HILp_QI22660
HILp_QI19640,10.58,586.5417,,,2.198227381,HILIC-pos,-0.34069899609128385,1.0124630116264637,-3.3697993082853603,HILp_QI19640
HILp_QI20768,10.59,602.0511,,,1.724775507,HILIC-pos,-1.3087680726293698,0.6059363268654181,1.5424038248208711,HILp_QI20768
HILp_QI18487,10.6,571.7954,,,2.418683681,HILIC-pos,-0.7589347748998776,0.884805240515929,-0.6135808749052334,HILp_QI18487
HILp_QI18831,10.6,575.6507,,,1.736703246,HILIC-pos,-0.9771345048193112,0.22785715091632144,-0.3821303171964932,HILp_QI18831
HILp_QI13889,10.61,488.3106,,,0.346812347,HILIC-pos,1.4499837965722904,-1.4107253171165155,-2.417289905056601,HILp_QI13889
HILp_QI14006,10.61,493.6515,,,0.10355051400000001,HILIC-pos,3.102194032167993,-2.559947929497497,-1.1398586554380703,HILp_QI14006
HILp_QI13916,10.61,488.6439,,,0.623802207,HILIC-pos,0.2644745917077884,-3.936426124687928,-1.875080518231039,HILp_QI13916
HILp_QI14027,10.61,493.9859,,,0.11242445599999999,HILIC-pos,2.7358338446374764,-2.644571266289489,-1.212626151547079,HILp_QI14027
HILp_QI14031,10.61,494.3201,,,0.161074047,HILIC-pos,1.9287292570825445,-2.303912124748962,-1.096196584210043,HILp_QI14031
HILp_QI18301,10.61,568.8615,,,1.287172637,HILIC-pos,1.4826037497278082,-0.9745378113944696,1.6889868455079746,HILp_QI18301
HILp_QI18578,10.61,572.0239,,,0.238990564,HILIC-pos,3.1738812536950936,0.06875924098895325,0.6803934054521275,HILp_QI18578
HILp_QI19956,10.61,590.5213,,,3.2770009719999997,HILIC-pos,0.6082198233362064,1.1255454205314948,-0.4354447645994473,HILp_QI19956
HILp_QI13877,10.62,487.976,,,0.535659976,HILIC-pos,1.3242432684656007,-3.1027888871390985,-1.2735490126463225,HILp_QI13877
HILp_QI24910,10.62,731.4599,,,0.287378583,HILIC-pos,2.7478954405542244,-2.7073940850455944,-1.2154957575651455,HILp_QI24910
HILp_QI24934,10.62,731.9616,,,0.314238749,HILIC-pos,2.3953377814050545,-2.392847499962585,-1.3947564883085537,HILp_QI24934
HILp_QI23178,10.62,656.2728,,,1.149751522,HILIC-pos,1.7018320173974857,-3.8146581269462274,-4.790128879055624,HILp_QI23178
HILp_QI19168,10.64,580.6868,,,3.366910975,HILIC-pos,1.0698048681970462,0.7643958710472418,-0.1626419348570156,HILp_QI19168
HILp_QI18456,10.66,571.6913,,,0.23463667600000002,HILIC-pos,3.839770516848169,0.0031724356453253218,0.6313209014085484,HILp_QI18456
HILp_QI20126,10.66,590.9511,,,2.7849954039999996,HILIC-pos,-0.9899185090307371,0.9072972916405035,0.3725453095582676,HILp_QI20126
HILp_QI22659,10.66,638.8045,,,,HILIC-pos,0.955121716951929,-2.33316703807904,-3.196536235317831,HILp_QI22659
HILp_QI16150,10.67,536.9965,,,0.263260284,HILIC-pos,-0.7318551926855221,0.3254809759895636,0.7892925219682407,HILp_QI16150
HILp_QI16079,10.67,534.675,,,0.692561874,HILIC-pos,-0.6726901917699948,-1.0861920930106803,-1.89906447361434,HILp_QI16079
HILp_QI20202,10.67,591.3708,,,0.308605775,HILIC-pos,0.7909023375268802,-0.4172570325095819,0.005690165057535168,HILp_QI20202
HILp_QI18228,10.68,568.5643,,,1.54058545,HILIC-pos,3.0569364638086185,1.0239174746315314,-4.901266746029501,HILp_QI18228
HILp_QI7782,10.68,282.181,,,0.7097144470000001,HILIC-pos,-0.5555684952978268,-0.5398468590934442,-1.2746645731779385,HILp_QI7782
HILp_QI8368,10.69,294.1815,,,0.401731244,HILIC-pos,-1.512618818784155,0.2749393366615607,0.5983828978685093,HILp_QI8368
HILp_QI20256,10.69,591.7045,,,0.480836673,HILIC-pos,1.7325884909387457,-2.011321983452577,-1.1749243063780117,HILp_QI20256
HILp_QI17836,10.7,564.156,,,2.483289685,HILIC-pos,2.5572244734521736,-2.8197383500297253,1.6088724808839512,HILp_QI17836
HILp_QI18830,10.7,575.6499,,,1.7257261259999999,HILIC-pos,0.3778144926782474,0.958858647231324,1.163217432990427,HILp_QI18830
HILp_QI6773,10.7,260.1973,,,1.6524528109999999,HILIC-pos,0.2062713713403568,0.14278105724261536,-0.23925893734419826,HILp_QI6773
HILp_QI22526,10.7,637.2604,,,2.857796498,HILIC-pos,0.17764016101320834,-2.4652943230827016,-3.1448351664396568,HILp_QI22526
HILp_QI1006,10.71,129.1393,,,0.226881792,HILIC-pos,-1.0143754868749753,0.2542729758064581,0.16532427836930275,HILp_QI1006
HILp_QI21491,10.71,611.7864,,,2.37404183,HILIC-pos,-0.4783103852514401,-1.3546478368003534,0.7360901312974644,HILp_QI21491
HILp_QI18677,10.71,572.9599,,,2.037088919,HILIC-pos,0.3299285979028568,-1.7184447861869498,-2.7090875429960537,HILp_QI18677
HILp_QI22083,10.71,624.5438,,,2.232252387,HILIC-pos,-1.0075443177465573,0.035884895209534313,-0.27966826389754296,HILp_QI22083
HILp_QI16892,10.72,549.6839,,,0.8322443979999999,HILIC-pos,1.0014726729150638,-1.6451243973930048,0.03950519134079933,HILp_QI16892
HILp_QI6325,10.72,251.1756,,,0.39515511,HILIC-pos,-1.548486509824194,1.4875491045753773,-1.1223916334959316,HILp_QI6325
HILp_QI17864,10.72,564.7568,,,1.414120751,HILIC-pos,-1.0294797806982174,-1.0414294816215222,-2.3961054606291103,HILp_QI17864
HILp_QI18507,10.73,571.7958,,,2.2975087530000002,HILIC-pos,-0.9688489823583736,0.9149766348640752,0.0486704783586216,HILp_QI18507
HILp_QI1718,10.74,145.1702,,,0.086590691,HILIC-pos,1.6086833090539798,-0.13498707782818542,0.3949350791124058,HILp_QI1718
HILp_QI22587,10.74,638.2028,,,1.256941721,HILIC-pos,0.30016966769655795,-0.10079737674786317,-1.8610121531339927,HILp_QI22587
HILp_QI17968,10.74,566.0128,,,0.23514341,HILIC-pos,1.360594472384058,0.10973028171465947,0.5506848769334507,HILp_QI17968
HILp_QI20116,10.75,590.9507,,,2.5436613809999997,HILIC-pos,-0.7758844285253659,-0.768969974632995,1.4407863991407108,HILp_QI20116
HILp_QI17865,10.75,564.757,,,2.1459700059999998,HILIC-pos,0.12961789081057162,-0.884000024910705,-1.3060585779997158,HILp_QI17865
HILp_QI19645,10.75,586.698,,,0.263117795,HILIC-pos,3.0850231261010985,0.5065677546303107,0.5284957366136265,HILp_QI19645
HILp_QI20133,10.75,591.0369,,,0.252248335,HILIC-pos,0.6850630850549564,-0.692680797692077,-0.479474000439291,HILp_QI20133
HILp_QI16138,10.76,536.7728,,,1.8105717330000002,HILIC-pos,-0.454593458676733,-1.743415794487731,1.0270645098832798,HILp_QI16138
HILp_QI20291,10.76,593.0352,,,0.8318667820000001,HILIC-pos,-0.5653779893163815,-0.5956501580436413,0.2061742024568272,HILp_QI20291
HILp_QI16890,10.77,549.6838,,,1.3560772769999998,HILIC-pos,0.3764922232385501,-2.426122627373473,-1.3376404566618252,HILp_QI16890
HILp_QI22513,10.77,637.1174,,,1.9720178369999999,HILIC-pos,-0.4900386719946042,-2.3043236352164933,-3.2666603846403413,HILp_QI22513
HILp_QI16133,10.78,536.663,,,0.290164923,HILIC-pos,-1.2981765656713622,-0.008639297600524287,0.14089734126603126,HILp_QI16133
HILp_QI23899,10.78,679.2647,,,2.3794741409999998,HILIC-pos,2.376223287081324,-2.198676548119325,-2.5318738741728115,HILp_QI23899
HILp_QI16483,10.78,543.0629,,,2.602931223,HILIC-pos,-2.0528896241430417,0.20203188884661927,1.259679265513773,HILp_QI16483
HILp_QI23519,10.78,665.0187,,,0.818378506,HILIC-pos,3.5391652197595462,-2.1665730096061413,-1.975049190029745,HILp_QI23519
HILp_QI22437,10.79,635.0509999999999,,,0.356179555,HILIC-pos,-0.04888896038571744,0.16841916072772278,1.0253957586435032,HILp_QI22437
HILp_QI22120,10.79,624.8299,,,2.851798361,HILIC-pos,-1.1865547089819088,0.7485576056282355,0.05260545779740333,HILp_QI22120
HILp_QI19632,10.8,586.5408,,,1.155758877,HILIC-pos,-0.681944647336401,0.883634366873963,0.3154234366563511,HILp_QI19632
HILp_QI23002,10.8,650.0593,,,0.6141314689999999,HILIC-pos,0.298742494082056,-0.062496147270934437,0.8371417002824497,HILp_QI23002
HILp_QI19401,10.8,583.0316,,,0.75262746,HILIC-pos,-1.2936447053197997,-1.026172123070495,0.9133513646272372,HILp_QI19401
HILp_QI19167,10.81,580.6868,,,0.926515298,HILIC-pos,-0.15316943218747525,0.022266425971253057,0.8390560822633457,HILp_QI19167
HILp_QI19237,10.81,581.3573,,,0.790532793,HILIC-pos,-0.44177607586423306,-0.5833477593620007,1.1908964591172886,HILp_QI19237
HILp_QI21509,10.81,611.8218,,,1.313716084,HILIC-pos,1.6143200011010992,0.23390130031512515,-3.447822265133505,HILp_QI21509
HILp_QI23526,10.81,665.0673,,,2.1111500359999997,HILIC-pos,-0.6926477341894284,-1.4299840546806024,-0.4100133700224209,HILp_QI23526
HILp_QI22589,10.81,638.2028,,,3.051760277,HILIC-pos,-0.005224028134740878,1.063394107703429,-2.178476027950888,HILp_QI22589
HILp_QI23473,10.82,664.3975,,,4.862556852,HILIC-pos,4.207294663881862,-0.8121425725181268,-4.177639178738241,HILp_QI23473
HILp_QI14218,10.83,502.6513,,,0.368005546,HILIC-pos,1.0093652815576422,-2.6322183228690808,-1.1415817065092373,HILp_QI14218
HILp_QI15516,10.83,527.3361,,,2.1925555119999998,HILIC-pos,0.22475834796389196,-0.5099639512260126,-0.7122771067472744,HILp_QI15516
HILp_QI15522,10.83,527.5036,,,2.541964512,HILIC-pos,-0.4992130189184323,-0.6714601136405633,1.3564636187699983,HILp_QI15522
HILp_QI23505,10.83,664.7332,,,4.393660381,HILIC-pos,-0.2758739381078854,-1.003355226631898,1.7570194231418323,HILp_QI23505
HILp_QI19169,10.83,580.6878,,,0.578356705,HILIC-pos,-0.6089818864111081,0.2786498450081183,0.392620988383646,HILp_QI19169
HILp_QI19719,10.83,587.0325,,,0.271218253,HILIC-pos,1.0422684759851322,0.26462129581378235,0.5702640490678501,HILp_QI19719
HILp_QI22130,10.83,624.8302,,,3.0025275710000003,HILIC-pos,-1.0201976685766354,0.3192370318214728,-0.3923649115415859,HILp_QI22130
HILp_QI14414,10.84,508.327,,,0.09230700300000001,HILIC-pos,3.1941101164575443,-1.5170321084220575,-0.9965624136778164,HILp_QI14414
HILp_QI14425,10.84,508.6614,,,0.130076436,HILIC-pos,2.9331628889795174,-3.3930172539909065,-1.1106566710325527,HILp_QI14425
HILp_QI14430,10.84,508.9953,,,0.638160602,HILIC-pos,2.1084673018213143,-2.2944626427848505,-1.0965201182218838,HILp_QI14430
HILp_QI19210,10.84,581.0218,,,0.26967974100000003,HILIC-pos,-0.160486021542944,0.0783501051704718,0.4831329064515781,HILp_QI19210
HILp_QI25108,10.84,753.9746,,,0.4020277,HILIC-pos,2.3023440451379638,-3.140426120873231,-1.6086363119932459,HILp_QI25108
